Fecha_Hora_Salida,Vehiculo,Pasaj,Kms,Tiempo_viaje_s,Tiempo_muerto_s,Jornada
2024-07-18 23:17:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-18 23:22:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-18 23:27:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-18 23:32:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-18 23:37:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-18 23:42:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-18 23:47:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-18 23:52:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-18 23:57:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 00:02:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 00:07:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 00:12:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 00:17:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 00:22:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 00:27:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 00:32:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 00:37:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 00:42:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 00:47:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 00:52:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 00:57:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 01:02:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 01:07:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 01:12:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 01:17:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 01:22:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 01:27:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 01:32:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 01:37:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 01:42:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 01:47:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 01:52:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 01:57:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 02:02:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 02:07:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 02:12:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 02:17:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 02:22:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 02:27:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 02:32:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 02:37:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 02:42:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 02:47:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 02:52:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 02:57:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 03:02:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 03:07:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 03:12:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 03:17:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 03:22:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 03:27:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 03:32:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 03:37:06,23,31,13.94,5082.0,0.0,Madrugada
2024-07-19 03:42:06,22,18,13.97,3967.0,0.0,Madrugada
2024-07-19 03:47:06,22,18,13.97,3967.0,0.0,Madrugada
2024-07-19 03:52:06,22,18,13.97,3967.0,0.0,Madrugada
2024-07-19 03:57:06,22,18,13.97,3967.0,0.0,Madrugada
2024-07-19 04:02:06,20,24,15.38,5589.0,0.0,Madrugada
2024-07-19 04:07:06,20,24,15.38,5589.0,0.0,Madrugada
2024-07-19 04:12:06,20,24,15.38,5589.0,0.0,Madrugada
2024-07-19 04:17:06,10,18,14.1,4350.0,0.0,Madrugada
2024-07-19 04:22:06,18,45,13.68,5356.0,0.0,Madrugada
2024-07-19 04:27:06,17,42,13.9,3946.0,0.0,Madrugada
2024-07-19 04:32:06,6,48,193.4,8122.0,0.0,Madrugada
2024-07-19 04:37:06,14,40,13.98,4862.0,0.0,Madrugada
2024-07-19 04:42:06,11,58,15.93,5985.0,0.0,Madrugada
2024-07-19 04:47:06,11,58,15.93,5985.0,0.0,Madrugada
2024-07-19 04:52:06,13,43,12.64,4463.0,0.0,Madrugada
2024-07-19 04:57:06,26,40,7.97,2856.0,0.0,Madrugada
2024-07-19 05:02:06,26,40,7.97,2856.0,0.0,Madrugada
2024-07-19 05:07:06,27,52,14.62,5556.0,0.0,Madrugada
2024-07-19 05:12:06,28,61,14.58,5924.0,0.0,Madrugada
2024-07-19 05:17:06,28,61,14.58,5924.0,0.0,Madrugada
2024-07-19 05:22:06,29,54,15.71,5814.0,0.0,Madrugada
2024-07-19 05:27:06,30,58,9.33,7271.0,0.0,Madrugada
2024-07-19 05:32:06,30,58,9.33,7271.0,0.0,Madrugada
2024-07-19 05:37:06,17,30,12.59,4800.0,214.0,Madrugada
2024-07-19 05:42:06,3,34,7.87,3108.0,0.0,Madrugada
2024-07-19 05:47:06,7,43,11.2,3756.0,0.0,Madrugada
2024-07-19 05:52:06,7,43,11.2,3756.0,0.0,Madrugada
2024-07-19 05:57:06,21,32,14.97,5789.0,2565.0,Madrugada
2024-07-19 06:02:06,20,43,14.43,6937.0,1380.0,Mañana
2024-07-19 06:07:06,20,43,14.43,6937.0,1380.0,Mañana
2024-07-19 06:12:06,1,33,6.92,2808.0,0.0,Mañana
2024-07-19 06:17:06,10,46,13.9,6751.0,3003.0,Mañana
2024-07-19 06:22:06,10,46,13.9,6751.0,3003.0,Mañana
2024-07-19 06:27:06,8,29,16.07,8747.0,0.0,Mañana
2024-07-19 06:32:06,2,40,5.45,2710.0,0.0,Mañana
2024-07-19 06:37:06,14,27,14.44,6561.0,2820.0,Mañana
2024-07-19 06:42:06,14,27,14.44,6561.0,2820.0,Mañana
2024-07-19 06:47:06,15,46,15.31,7478.0,5484.0,Mañana
2024-07-19 06:52:06,17,27,10.53,6458.0,0.0,Mañana
2024-07-19 06:57:06,31,48,13.75,5936.0,0.0,Mañana
2024-07-19 07:02:06,13,58,14.45,6702.0,3236.0,Mañana
2024-07-19 07:07:06,12,47,14.95,7577.0,3547.0,Mañana
2024-07-19 07:12:06,5,45,14.27,6706.0,3862.0,Mañana
2024-07-19 07:17:06,19,40,6.54,2755.0,0.0,Mañana
2024-07-19 07:22:06,19,40,6.54,2755.0,0.0,Mañana
2024-07-19 07:27:06,4,33,14.47,7086.0,2885.0,Mañana
2024-07-19 07:32:06,4,33,14.47,7086.0,2885.0,Mañana
2024-07-19 07:37:06,27,40,12.52,5479.0,3543.0,Mañana
2024-07-19 07:42:06,28,15,14.08,6748.0,2991.0,Mañana
2024-07-19 07:47:06,28,15,14.08,6748.0,2991.0,Mañana
2024-07-19 07:52:06,24,42,15.28,7067.0,1613.0,Mañana
2024-07-19 07:57:06,25,27,8.14,3488.0,1951.0,Mañana
2024-07-19 08:02:06,25,27,8.14,3488.0,1951.0,Mañana
2024-07-19 08:07:06,3,25,13.9,6650.0,5590.0,Mañana
2024-07-19 08:12:06,30,31,4.63,2939.0,2350.0,Mañana
2024-07-19 08:17:06,7,22,15.89,7926.0,5331.0,Mañana
2024-07-19 08:22:06,7,22,15.89,7926.0,5331.0,Mañana
2024-07-19 08:27:06,1,45,14.39,6654.0,5089.0,Mañana
2024-07-19 08:32:06,2,26,8.06,3848.0,4508.0,Mañana
2024-07-19 08:37:06,23,14,11.29,5933.0,2862.0,Mañana
2024-07-19 08:42:06,10,29,9.08,4439.0,1679.0,Mañana
2024-07-19 08:47:06,32,33,15.16,7048.0,1831.0,Mañana
2024-07-19 08:52:06,32,33,15.16,7048.0,1831.0,Mañana
2024-07-19 08:57:06,18,39,12.48,6269.0,5797.0,Mañana
2024-07-19 09:02:06,18,39,12.48,6269.0,5797.0,Mañana
2024-07-19 09:07:06,14,30,14.2,7127.0,2607.0,Mañana
2024-07-19 09:12:06,14,30,14.2,7127.0,2607.0,Mañana
2024-07-19 09:17:06,14,30,14.2,7127.0,2607.0,Mañana
2024-07-19 09:22:06,19,18,14.75,6410.0,4602.0,Mañana
2024-07-19 09:27:06,15,11,13.79,5402.0,2560.0,Mañana
2024-07-19 09:32:06,15,11,13.79,5402.0,2560.0,Mañana
2024-07-19 09:37:06,15,11,13.79,5402.0,2560.0,Mañana
2024-07-19 09:42:06,5,26,7.5,2412.0,2240.0,Mañana
2024-07-19 09:47:06,11,28,16.26,8908.0,1901.0,Mañana
2024-07-19 09:52:06,26,29,14.84,6823.0,2594.0,Mañana
2024-07-19 09:57:06,26,29,14.84,6823.0,2594.0,Mañana
2024-07-19 10:02:06,26,29,14.84,6823.0,2594.0,Mañana
2024-07-19 10:07:06,26,29,14.84,6823.0,2594.0,Mañana
2024-07-19 10:12:06,29,25,6.72,2180.0,3274.0,Mañana
2024-07-19 10:17:06,24,10,6.47,2141.0,2109.0,Mañana
2024-07-19 10:22:06,24,10,6.47,2141.0,2109.0,Mañana
2024-07-19 10:27:06,3,53,13.69,6407.0,1716.0,Mañana
2024-07-19 10:32:06,4,13,13.41,5974.0,3994.0,Mañana
2024-07-19 10:37:06,28,38,12.49,6913.0,3369.0,Mañana
2024-07-19 10:42:06,21,41,15.03,7544.0,2051.0,Mañana
2024-07-19 10:47:06,30,29,10.16,7206.0,6487.0,Mañana
2024-07-19 10:52:06,7,38,16.36,6797.0,1039.0,Mañana
2024-07-19 10:57:06,1,17,7.59,2980.0,2572.0,Mañana
2024-07-19 11:02:06,1,17,7.59,2980.0,2572.0,Mañana
2024-07-19 11:07:06,6,52,134.36,7411.0,5121.0,Mañana
2024-07-19 11:12:06,32,53,15.47,8110.0,1273.0,Mañana
2024-07-19 11:17:06,9,38,14.97,7647.0,2746.0,Mañana
2024-07-19 11:22:06,9,38,14.97,7647.0,2746.0,Mañana
2024-07-19 11:27:06,8,34,13.71,6164.0,2297.0,Mañana
2024-07-19 11:32:06,18,30,14.51,6702.0,3000.0,Mañana
2024-07-19 11:37:06,18,30,14.51,6702.0,3000.0,Mañana
2024-07-19 11:42:06,20,15,14.86,6242.0,7581.0,Mañana
2024-07-19 11:47:06,20,15,14.86,6242.0,7581.0,Mañana
2024-07-19 11:52:06,17,25,15.14,7001.0,11464.0,Mañana
2024-07-19 11:57:06,14,51,15.65,9521.0,2778.0,Tarde
2024-07-19 12:02:06,14,51,15.65,9521.0,2778.0,Tarde
2024-07-19 12:07:06,13,31,14.6,7036.0,3006.0,Tarde
2024-07-19 12:12:06,13,31,14.6,7036.0,3006.0,Tarde
2024-07-19 12:17:06,28,57,13.82,9943.0,0.0,Tarde
2024-07-19 12:22:06,28,57,13.82,9943.0,0.0,Tarde
2024-07-19 12:27:06,2,60,15.02,6550.0,10300.0,Tarde
2024-07-19 12:32:06,11,33,16.27,7898.0,1445.0,Tarde
2024-07-19 12:37:06,11,33,16.27,7898.0,1445.0,Tarde
2024-07-19 12:42:06,26,53,13.41,6203.0,2258.0,Tarde
2024-07-19 12:47:06,29,26,15.0,7837.0,7377.0,Tarde
2024-07-19 12:52:06,29,26,15.0,7837.0,7377.0,Tarde
2024-07-19 12:57:06,15,37,15.26,7456.0,6526.0,Tarde
2024-07-19 13:02:06,16,12,2.77,3080.0,0.0,Tarde
2024-07-19 13:07:06,23,63,9.76,8556.0,0.0,Tarde
2024-07-19 13:12:06,30,51,10.56,7363.0,1684.0,Tarde
2024-07-19 13:17:06,30,51,10.56,7363.0,1684.0,Tarde
2024-07-19 13:22:06,22,35,14.3,7941.0,30739.0,Tarde
2024-07-19 13:27:06,22,35,14.3,7941.0,30739.0,Tarde
2024-07-19 13:32:06,22,35,14.3,7941.0,30739.0,Tarde
2024-07-19 13:37:06,3,41,14.8,8245.0,4963.0,Tarde
2024-07-19 13:42:06,19,40,13.15,5963.0,1251.0,Tarde
2024-07-19 13:47:06,19,40,13.15,5963.0,1251.0,Tarde
2024-07-19 13:52:06,6,41,73.22,7312.0,2428.0,Tarde
2024-07-19 13:57:06,1,39,13.26,8078.0,7756.0,Tarde
2024-07-19 14:02:06,32,45,22.71,6660.0,2194.0,Tarde
2024-07-19 14:07:06,8,33,14.82,7713.0,3358.0,Tarde
2024-07-19 14:12:06,18,47,13.15,6644.0,3264.0,Tarde
2024-07-19 14:17:06,18,47,13.15,6644.0,3264.0,Tarde
2024-07-19 14:22:06,18,47,13.15,6644.0,3264.0,Tarde
2024-07-19 14:27:06,33,41,12.26,6138.0,0.0,Tarde
2024-07-19 14:32:06,9,46,13.31,7785.0,3870.0,Tarde
2024-07-19 14:37:06,25,28,13.66,6877.0,4517.0,Tarde
2024-07-19 14:42:06,14,47,16.39,8097.0,45.0,Tarde
2024-07-19 14:47:06,11,46,16.35,7105.0,17.0,Tarde
2024-07-19 14:52:06,11,46,16.35,7105.0,17.0,Tarde
2024-07-19 14:57:06,20,19,14.6,6357.0,5493.0,Tarde
2024-07-19 15:02:06,20,19,14.6,6357.0,5493.0,Tarde
2024-07-19 15:07:06,13,54,14.1,7007.0,3497.0,Tarde
2024-07-19 15:12:06,26,49,15.01,6786.0,3035.0,Tarde
2024-07-19 15:17:06,17,51,13.35,6105.0,5243.0,Tarde
2024-07-19 15:22:06,12,17,13.8,6234.0,2972.0,Tarde
2024-07-19 15:27:06,24,33,15.63,7923.0,304.0,Tarde
2024-07-19 15:32:06,5,53,13.27,6600.0,4069.0,Tarde
2024-07-19 15:37:06,5,53,13.27,6600.0,4069.0,Tarde
2024-07-19 15:42:06,15,56,16.28,8974.0,2467.0,Tarde
2024-07-19 15:47:06,28,48,16.03,7577.0,2383.0,Tarde
2024-07-19 15:52:06,32,46,15.14,7208.0,228.0,Tarde
2024-07-19 15:57:06,32,46,15.14,7208.0,228.0,Tarde
2024-07-19 16:02:06,4,41,13.16,6778.0,2851.0,Tarde
2024-07-19 16:07:06,23,54,10.8,8522.0,2191.0,Tarde
2024-07-19 16:12:06,19,77,13.08,5954.0,2724.0,Tarde
2024-07-19 16:17:06,18,39,12.56,5770.0,296.0,Tarde
2024-07-19 16:22:06,33,59,13.88,9956.0,688.0,Tarde
2024-07-19 16:27:06,25,52,13.76,6134.0,574.0,Tarde
2024-07-19 16:32:06,25,52,13.76,6134.0,574.0,Tarde
2024-07-19 16:37:06,25,52,13.76,6134.0,574.0,Tarde
2024-07-19 16:42:06,25,52,13.76,6134.0,574.0,Tarde
2024-07-19 16:47:06,9,55,14.88,6312.0,448.0,Tarde
2024-07-19 16:52:06,9,55,14.88,6312.0,448.0,Tarde
2024-07-19 16:57:06,10,45,14.65,8913.0,887.0,Tarde
2024-07-19 17:02:06,13,47,13.03,8909.0,672.0,Tarde
2024-07-19 17:07:06,13,47,13.03,8909.0,672.0,Tarde
2024-07-19 17:12:06,13,47,13.03,8909.0,672.0,Tarde
2024-07-19 17:17:06,13,47,13.03,8909.0,672.0,Tarde
2024-07-19 17:22:06,17,45,13.47,8777.0,1360.0,Tarde
2024-07-19 17:27:06,1,34,8.08,3919.0,4322.0,Tarde
2024-07-19 17:32:06,27,62,14.8,8350.0,298.0,Tarde
2024-07-19 17:37:06,20,40,14.68,7481.0,3029.0,Tarde
2024-07-19 17:42:06,29,61,16.38,9154.0,38.0,Tarde
2024-07-19 17:47:06,19,40,15.68,7451.0,134.0,Tarde
2024-07-19 17:52:06,19,40,15.68,7451.0,134.0,Tarde
2024-07-19 17:57:06,30,42,10.1,7036.0,555.0,Noche
2024-07-19 18:02:06,30,42,10.1,7036.0,555.0,Noche
2024-07-19 18:07:06,30,42,10.1,7036.0,555.0,Noche
2024-07-19 18:12:06,18,35,11.82,5232.0,1054.0,Noche
2024-07-19 18:17:06,28,56,13.99,6704.0,1686.0,Noche
2024-07-19 18:22:06,28,56,13.99,6704.0,1686.0,Noche
2024-07-19 18:27:06,23,62,11.12,6841.0,15.0,Noche
2024-07-19 18:32:06,23,62,11.12,6841.0,15.0,Noche
2024-07-19 18:37:06,8,38,15.98,7305.0,29.0,Noche
2024-07-19 18:42:06,8,38,15.98,7305.0,29.0,Noche
2024-07-19 18:47:06,8,38,15.98,7305.0,29.0,Noche
2024-07-19 18:52:06,25,42,12.82,4958.0,2018.0,Noche
2024-07-19 18:57:06,25,42,12.82,4958.0,2018.0,Noche
2024-07-19 19:02:06,22,38,7.57,4990.0,1661.0,Noche
2024-07-19 19:07:06,31,51,13.75,5499.0,1361.0,Noche
2024-07-19 19:12:06,31,51,13.75,5499.0,1361.0,Noche
2024-07-19 19:17:06,31,51,13.75,5499.0,1361.0,Noche
2024-07-19 19:22:06,1,34,7.38,3388.0,3168.0,Noche
2024-07-19 19:27:06,11,63,16.36,6153.0,121.0,Noche
2024-07-19 19:32:06,26,36,12.63,4757.0,1849.0,Noche
2024-07-19 19:37:06,26,36,12.63,4757.0,1849.0,Noche
2024-07-19 19:42:06,2,42,5.6,5169.0,1255.0,Noche
2024-07-19 19:47:06,2,42,5.6,5169.0,1255.0,Noche
2024-07-19 19:52:06,2,42,5.6,5169.0,1255.0,Noche
2024-07-19 19:57:06,2,42,5.6,5169.0,1255.0,Noche
2024-07-19 20:02:06,2,42,5.6,5169.0,1255.0,Noche
2024-07-19 20:07:06,32,35,14.29,5428.0,334.0,Noche
2024-07-19 20:12:06,30,29,9.75,5373.0,321.0,Noche
2024-07-19 20:17:06,29,50,15.6,5757.0,264.0,Noche
2024-07-19 20:22:06,1,31,7.57,3541.0,2128.0,Noche
2024-07-19 20:27:06,1,31,7.57,3541.0,2128.0,Noche
2024-07-19 20:32:06,1,31,7.57,3541.0,2128.0,Noche
2024-07-19 20:37:06,1,31,7.57,3541.0,2128.0,Noche
2024-07-19 20:42:06,1,31,7.57,3541.0,2128.0,Noche
2024-07-19 20:47:06,1,31,7.57,3541.0,2128.0,Noche
2024-07-19 20:52:06,1,31,7.57,3541.0,2128.0,Noche
2024-07-19 20:57:06,1,31,7.57,3541.0,2128.0,Noche
2024-07-19 21:02:06,26,44,12.88,4373.0,1536.0,Noche
2024-07-19 21:07:06,26,44,12.88,4373.0,1536.0,Noche
2024-07-19 21:12:06,26,44,12.88,4373.0,1536.0,Noche
2024-07-19 21:17:06,26,44,12.88,4373.0,1536.0,Noche
2024-07-19 21:22:06,26,44,12.88,4373.0,1536.0,Noche
2024-07-19 21:27:06,2,43,12.88,4385.0,836.0,Noche
2024-07-19 21:32:06,2,43,12.88,4385.0,836.0,Noche
2024-07-19 21:37:06,2,43,12.88,4385.0,836.0,Noche
2024-07-19 21:42:06,2,43,12.88,4385.0,836.0,Noche
2024-07-19 21:47:06,33,29,11.89,4444.0,1779.0,Noche
2024-07-19 21:52:06,33,29,11.89,4444.0,1779.0,Noche
2024-07-19 21:57:06,29,28,15.32,11565.0,66.0,Noche
2024-07-19 22:02:06,27,31,5.94,2678.0,3493.0,Noche
2024-07-19 22:07:06,27,31,5.94,2678.0,3493.0,Noche
2024-07-19 22:12:06,27,31,5.94,2678.0,3493.0,Noche
2024-07-19 22:17:06,27,31,5.94,2678.0,3493.0,Noche
2024-07-19 22:22:06,31,25,13.27,5168.0,898.0,Noche
2024-07-19 22:27:06,31,25,13.27,5168.0,898.0,Noche
2024-07-19 22:32:06,31,25,13.27,5168.0,898.0,Noche
2024-07-19 22:37:06,31,25,13.27,5168.0,898.0,Noche
2024-07-19 22:42:06,1,16,6.97,2166.0,2824.0,Noche
2024-07-19 22:47:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-19 22:52:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-19 22:57:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-19 23:02:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-19 23:07:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-19 23:12:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-19 23:17:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-19 23:22:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-19 23:27:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-19 23:32:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-19 23:37:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-19 23:42:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-19 23:47:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-19 23:52:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-19 23:57:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 00:02:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 00:07:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 00:12:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 00:17:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 00:22:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 00:27:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 00:32:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 00:37:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 00:42:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 00:47:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 00:52:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 00:57:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 01:02:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 01:07:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 01:12:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 01:17:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 01:22:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 01:27:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 01:32:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 01:37:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 01:42:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 01:47:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 01:52:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 01:57:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 02:02:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 02:07:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 02:12:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 02:17:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 02:22:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 02:27:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 02:32:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 02:37:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 02:42:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 02:47:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 02:52:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 02:57:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 03:02:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 03:07:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 03:12:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 03:17:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 03:22:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 03:27:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 03:32:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 03:37:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 03:42:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 03:47:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 03:52:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 03:57:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 04:02:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 04:07:06,13,18,7.78,2150.0,0.0,Madrugada
2024-07-20 04:12:06,14,17,14.77,3674.0,0.0,Madrugada
2024-07-20 04:17:06,15,15,16.12,4917.0,0.0,Madrugada
2024-07-20 04:22:06,15,15,16.12,4917.0,0.0,Madrugada
2024-07-20 04:27:06,19,17,7.78,2135.0,0.0,Madrugada
2024-07-20 04:32:06,19,17,7.78,2135.0,0.0,Madrugada
2024-07-20 04:37:06,19,17,7.78,2135.0,0.0,Madrugada
2024-07-20 04:42:06,20,35,14.88,4827.0,0.0,Madrugada
2024-07-20 04:47:06,21,25,14.4,4352.0,0.0,Madrugada
2024-07-20 04:52:06,21,25,14.4,4352.0,0.0,Madrugada
2024-07-20 04:57:06,29,22,15.77,4734.0,0.0,Madrugada
2024-07-20 05:02:06,25,35,14.14,4959.0,0.0,Madrugada
2024-07-20 05:07:06,30,23,9.7,5191.0,0.0,Madrugada
2024-07-20 05:12:06,30,23,9.7,5191.0,0.0,Madrugada
2024-07-20 05:17:06,28,21,7.81,3076.0,0.0,Madrugada
2024-07-20 05:22:06,14,24,15.6,5105.0,765.0,Madrugada
2024-07-20 05:27:06,22,23,15.76,5227.0,0.0,Madrugada
2024-07-20 05:32:06,13,27,12.72,4334.0,2943.0,Madrugada
2024-07-20 05:37:06,15,37,15.15,5272.0,296.0,Madrugada
2024-07-20 05:42:06,15,37,15.15,5272.0,296.0,Madrugada
2024-07-20 05:47:06,15,37,15.15,5272.0,296.0,Madrugada
2024-07-20 05:52:06,16,24,14.27,4478.0,0.0,Madrugada
2024-07-20 05:57:06,18,42,13.75,4352.0,0.0,Mañana
2024-07-20 06:02:06,18,42,13.75,4352.0,0.0,Mañana
2024-07-20 06:07:06,17,15,7.79,2686.0,0.0,Mañana
2024-07-20 06:12:06,17,15,7.79,2686.0,0.0,Mañana
2024-07-20 06:17:06,11,24,12.79,3843.0,0.0,Mañana
2024-07-20 06:22:06,11,24,12.79,3843.0,0.0,Mañana
2024-07-20 06:27:06,21,36,14.81,6335.0,1300.0,Mañana
2024-07-20 06:32:06,19,24,13.93,4140.0,4886.0,Mañana
2024-07-20 06:37:06,25,40,14.96,6064.0,772.0,Mañana
2024-07-20 06:42:06,27,13,7.66,2276.0,3734.0,Mañana
2024-07-20 06:47:06,26,14,13.74,4575.0,2491.0,Mañana
2024-07-20 06:52:06,26,14,13.74,4575.0,2491.0,Mañana
2024-07-20 06:57:06,14,46,29.22,12688.0,400.0,Mañana
2024-07-20 07:02:06,28,27,13.43,6240.0,3264.0,Mañana
2024-07-20 07:07:06,22,37,14.23,6651.0,773.0,Mañana
2024-07-20 07:12:06,24,23,15.55,5931.0,4618.0,Mañana
2024-07-20 07:17:06,15,55,14.17,7437.0,530.0,Mañana
2024-07-20 07:22:06,15,55,14.17,7437.0,530.0,Mañana
2024-07-20 07:27:06,15,55,14.17,7437.0,530.0,Mañana
2024-07-20 07:32:06,13,27,14.52,5667.0,2948.0,Mañana
2024-07-20 07:37:06,17,46,15.86,6320.0,3479.0,Mañana
2024-07-20 07:42:06,17,46,15.86,6320.0,3479.0,Mañana
